Message Id,By Person Name,Content Type,Datetime,disAsSpecCat,disComSpecCat,Post Link,totalAngry,totalLike,totalLove,divScore,polPen,disAs,disCom,subAgree,totalSad,totalShares,totalComments,totalReactions
22035_med_nz_,Hawke's Bay Today,Null,9/8/17 10:20:27 PM,,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11919798,0,414,15,0.766768555,0.381930185,,0.211365265,0.767180868,0,38,55,439
22039_med_nz_,Hawke's Bay Today,Null,9/8/17 11:40:05 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11918131,0,15,1,0.832838126,0.604651163,,0.167489642,,0,2,28,16
22059_med_nz_,Hawke's Bay Today,Null,9/5/17 2:47:31 AM,hDisCom_hSubAgree,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11917324,101,24,2,0.820467513,0.342245989,0.284221725,0.452459302,0.470429890,8,26,63,139
22063_med_nz_,Hawke's Bay Today,Null,9/3/17 11:56:38 PM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11916397,1,118,33,0.967752377,0.340336134,0.241159857,,,81,37,9,234
22074_med_nz_,Hawke's Bay Today,Null,9/2/17 8:29:51 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11916146,1,34,0,0.628397013,0.370967742,,0.326534117,,0,8,25,40
22075_med_nz_,Hawke's Bay Today,Null,9/2/17 8:28:58 AM,,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11915278,3,31,0,0.748486284,0.61,,0.639627628,0.539214141,1,0,61,49
22099_med_nz_,Hawke's Bay Today,Null,8/30/17 4:17:24 AM,,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11913894,3,13,0,0.579824709,0.358208955,,0.394676944,0.643944273,6,4,39,28
22108_med_nz_,Hawke's Bay Today,Null,8/28/17 10:14:27 PM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11913042,0,22,0,0.757829135,0.360465116,0.369349370,0.179930321,,21,25,25,64
22110_med_nz_,Hawke's Bay Today,Null,8/28/17 10:04:34 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11912655,0,9,2,0.984465839,0.433333333,0.433536927,,,16,2,3,27
22128_med_nz_,Hawke's Bay Today,Null,8/23/17 11:43:38 PM,lDisCom_hSubAgree,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11909975,66,38,0,0.946051843,0.407608696,0.068553573,0.370178704,0.721577401,9,44,37,161
22137_med_nz_,Hawke's Bay Today,Null,8/22/17 9:57:08 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11908770,3,82,7,0.955629784,0.403100775,,0.196591622,,0,12,45,92
22141_med_nz_,Hawke's Bay Today,Null,8/22/17 3:27:31 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11908341,0,62,26,0.887172799,0.367469880,0.196507262,,,73,16,5,162
22142_med_nz_,Hawke's Bay Today,Null,8/22/17 3:11:26 AM,,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11908333,3,176,15,0.861928780,0.3,,0.225349068,0.841846791,1,27,83,207
22148_med_nz_,Hawke's Bay Today,Null,8/21/17 1:25:00 AM,,hDisCom_lSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11907668,2,33,0,0.799283245,0.728571429,,0.768925553,0.341577813,3,2,30,42
22156_med_nz_,Hawke's Bay Today,Null,8/19/17 11:52:46 AM,hDisCom_hSubAgree,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11904854,0,46,8,0.901739193,0.367647059,0.375361052,,0.814882287,9,50,6,63
22157_med_nz_,Hawke's Bay Today,Null,8/19/17 11:18:01 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11906796,26,5,0,0.887508161,0.549019608,0.261919864,0.386545694,,1,9,21,35
22163_med_nz_,Hawke's Bay Today,Null,8/19/17 3:00:00 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11906449,1,66,0,0.704433022,0.385542169,,0.256635823,,0,18,17,69
22181_med_nz_,Hawke's Bay Today,Null,8/17/17 10:51:27 PM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11906018,9,8,0,0.931694083,0.555555556,0.170242293,,,4,4,12,24
22182_med_nz_,Hawke's Bay Today,Null,8/17/17 10:33:31 PM,,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11906034,0,31,0,0.941872341,0.422535211,,0.389755928,0.511359588,3,15,42,34
22184_med_nz_,Hawke's Bay Today,Null,8/17/17 2:39:00 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11905286,3,87,0,0.956146774,0.458904110,,0.177697337,,14,15,50,111
22206_med_nz_,Hawke's Bay Today,Null,8/15/17 3:00:00 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11904517,0,12,0,0.848657133,0.72,,0.660160092,,0,7,9,19
22212_med_nz_,Hawke's Bay Today,Null,8/15/17 12:52:38 AM,,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11904086,1,40,1,0.997908389,0.575757576,,0.487473933,0.464416936,0,1,26,44
22224_med_nz_,Hawke's Bay Today,Null,8/14/17 6:01:17 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11904072,0,20,0,0.758001928,0.361702128,0.564902955,,,12,23,13,36
22230_med_nz_,Hawke's Bay Today,Null,8/13/17 9:00:00 PM,,lDisCom_lSubAgree,,0,10,2,0.936199645,0.45,,0.188214133,0.207173045,0,1,53,12
22238_med_nz_,Hawke's Bay Today,Null,8/13/17 2:55:00 AM,lDisCom_hSubAgree,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11902249,18,36,0,0.962866357,0.456521739,0.141623859,,0.594207333,19,74,17,79
22247_med_nz_,Hawke's Bay Today,Null,8/12/17 7:53:27 AM,,,http://www.nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=11898754,0,76,2,0.873376348,0.392592593,,0.113723285,,0,29,53,91
22294_med_nz_,Hawke's Bay Today,Null,7/31/17 11:02:37 PM,,hDisCom_lSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/headlines.cfm?c_id=1503462,0,11,1,0.765233913,0.625,,0.466798903,0.422987099,0,0,17,16
22295_med_nz_,Hawke's Bay Today,Null,7/31/17 10:30:34 PM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11897222,0,47,1,0.941127014,0.417721519,,0.432056558,,0,0,28,52
22313_med_nz_,Hawke's Bay Today,non-pol,7/23/17 9:00:00 PM,,hDisCom_hSubAgree,,0,10,0,0.910512993,0.322916667,,0.240772934,0.960551523,1,2,90,11
22315_med_nz_,Hawke's Bay Today,Null,7/20/17 10:38:52 PM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11893190,0,52,4,0.867278518,0.464788732,,0.209485654,,0,5,21,56
22317_med_nz_,Hawke's Bay Today,Null,7/20/17 4:55:06 AM,lDisCom_lSubAgree,hDisCom_lSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11892689,5,28,2,0.825377464,0.490909091,0.204999397,0.261428371,0.351195225,4,13,14,42
22318_med_nz_,Hawke's Bay Today,Null,7/19/17 9:00:00 PM,,lDisCom_hSubAgree,,0,32,0,0.949509292,0.398305085,,0.208187299,0.497151319,0,2,94,32
22330_med_nz_,Hawke's Bay Today,non-pol,7/12/17 11:49:09 PM,,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11890009,3,353,3,0.858558582,0.309451220,,0.082542750,0.500225772,5,277,173,506
22333_med_nz_,Hawke's Bay Today,Null,7/11/17 7:10:47 AM,,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11889147,2,99,0,0.846158012,0.272413793,,0.079438837,0.561289046,2,76,156,146
22338_med_nz_,Hawke's Bay Today,Null,7/7/17 8:25:28 AM,lDisCom_hSubAgree,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11887406,2,85,1,0.963961811,0.3,0.175404111,0.148658616,0.723794811,50,98,62,198
22339_med_nz_,Hawke's Bay Today,Null,7/6/17 8:01:42 PM,lDisCom_hSubAgree,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11885764,1,47,1,0.913594215,0.38,0.182355798,0.112891420,0.513277024,13,43,35,70
22342_med_nz_,Hawke's Bay Today,Null,7/4/17 11:15:09 PM,,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11885957,0,71,1,0.763239676,0.367231638,,0.157205210,0.672855444,9,34,32,152
22346_med_nz_,Hawke's Bay Today,Null,7/1/17 10:31:05 AM,,,,3,26,2,0.774865612,0.452830189,,0.519354807,,1,0,28,33
22355_med_nz_,Hawke's Bay Today,Null,6/23/17 6:02:38 AM,,hDisCom_lSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11880764,0,9,2,0.999722756,0.653846154,,0.232366470,0.289861328,0,1,15,12
22357_med_nz_,Hawke's Bay Today,Null,6/21/17 5:29:36 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11879556,12,5,0,0.835756674,0.5,0.465611762,,,3,3,8,22
22361_med_nz_,Hawke's Bay Today,Null,6/19/17 11:04:26 PM,,hDisCom_lSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11879165,9,13,0,0.845650237,0.486486486,,0.807209031,0.431098665,0,2,18,22
22370_med_nz_,Hawke's Bay Today,Null,6/13/17 11:08:26 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11875317,0,27,6,0.956400621,0.48,0.108422632,,,37,15,5,72
22376_med_nz_,Hawke's Bay Today,Null,6/11/17 1:25:16 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11874132,1,42,2,0.989069139,0.368794326,0.235673739,0.230147966,,27,53,41,104
22387_med_nz_,Hawke's Bay Today,Null,6/7/17 4:15:08 AM,hDisCom_hSubAgree,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11870576,14,19,0,0.858665712,0.478873239,0.304723509,0.213581374,0.533519214,15,18,24,49
22400_med_nz_,Hawke's Bay Today,Null,6/3/17 3:51:22 AM,hDisCom_hSubAgree,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11868961,0,19,0,0.884715778,0.452830189,0.455448107,,0.517166811,22,69,6,49
22402_med_nz_,Hawke's Bay Today,Null,6/3/17 3:49:38 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11868898,0,33,2,0.738866027,0.40625,0.422473743,,,54,9,4,94
22409_med_nz_,Hawke's Bay Today,Null,5/28/17 10:27:04 PM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11865124,37,54,0,0.666764277,0.363636364,0.141079028,0.184904146,,17,23,32,114
22444_med_nz_,Hawke's Bay Today,Null,5/18/17 3:52:45 AM,hDisCom_hSubAgree,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11857859,39,17,0,0.929941234,0.380952381,0.540461465,,0.486347112,12,25,18,69
22448_med_nz_,Hawke's Bay Today,Null,5/17/17 5:30:15 AM,hDisCom_hSubAgree,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11857828,4,79,0,0.824864917,0.340659341,0.267183945,0.118681217,0.531390515,10,73,54,136
22456_med_nz_,Hawke's Bay Today,Null,5/13/17 7:29:00 PM,,lDisCom_lSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11854597,0,39,0,0.758357182,0.4,,0.074691274,0.347918755,4,2,21,52
22458_med_nz_,Hawke's Bay Today,Null,5/13/17 10:17:01 AM,,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/opinion/news/article.cfm?c_id=1503459&objectid=11854846,3,17,0,0.537780027,0.560975610,,0.364361539,0.555168450,0,1,23,21
22468_med_nz_,Hawke's Bay Today,Null,5/10/17 1:41:42 AM,,,https://www.facebook.com/HawkesBayToday/videos/1486268411417738/,10,19,4,0.770552130,0.433333333,,0.293869919,,0,7,32,37
22475_med_nz_,Hawke's Bay Today,Null,5/5/17 10:20:09 PM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11850901,0,37,7,0.845853347,0.352201258,0.368592786,,,107,12,12,153
22477_med_nz_,Hawke's Bay Today,Null,5/5/17 10:55:42 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11850186,15,10,0,0.730582219,0.59375,0.309944589,,,4,34,3,29
22482_med_nz_,Hawke's Bay Today,Null,5/2/17 1:45:45 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11848275,1,76,5,0.863296396,0.289575290,0.177385066,,,144,54,36,233
22483_med_nz_,Hawke's Bay Today,proto-pol,5/2/17 1:43:43 AM,lDisCom_hSubAgree,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11847171,41,44,0,0.833894772,0.375,0.112697692,0.421903023,0.615165056,4,30,41,101
22502_med_nz_,Hawke's Bay Today,non-pol,4/20/17 10:25:07 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11841270,19,8,0,0.833268010,0.545454545,0.655083703,,,1,1,14,32
22504_med_nz_,Hawke's Bay Today,Null,4/20/17 12:46:53 AM,,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11841204,0,89,4,0.963689736,0.413223140,,0.275946603,0.526766618,0,12,27,95
22506_med_nz_,Hawke's Bay Today,Null,4/19/17 10:39:35 AM,,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/opinion/news/article.cfm?c_id=1503459&objectid=11840368,10,31,0,0.780458187,0.484848485,,0.140490706,0.561206748,1,4,27,44
22510_med_nz_,Hawke's Bay Today,Null,4/17/17 8:37:11 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11839782,0,129,0,0.865056031,0.365482234,,0.140310342,,4,78,53,153
22511_med_nz_,Hawke's Bay Today,Null,4/16/17 8:55:55 PM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11839288,0,141,4,0.991304772,0.25625,,0.257117957,,0,69,171,165
22517_med_nz_,Hawke's Bay Today,Null,4/13/17 11:09:36 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11838082,8,22,0,0.799929941,0.415094340,0.251965877,,,5,12,13,42
22519_med_nz_,Hawke's Bay Today,Null,4/12/17 10:10:52 AM,lDisCom_hSubAgree,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11836345,66,41,1,0.747418575,0.375690608,0.114496816,,0.591112345,50,20,31,159
22521_med_nz_,Hawke's Bay Today,Null,4/11/17 9:37:20 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11836254,16,13,0,0.763683164,0.375,0.518487983,0.192787959,,3,32,21,35
22523_med_nz_,Hawke's Bay Today,Null,4/11/17 5:03:59 AM,,,https://www.facebook.com/HawkesBayToday/photos/a.157061894338403.30755.105027142875212/1452480231463223/?type=3,0,12,0,0.758664442,0.325581395,,0.377245355,,0,11,35,13
22524_med_nz_,Hawke's Bay Today,Null,4/11/17 12:59:27 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11835754,1,21,2,0.771922585,0.452830189,,0.202269848,,0,8,31,24
22535_med_nz_,Hawke's Bay Today,Null,4/6/17 11:39:27 PM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11833443,0,30,1,0.916861972,0.330357143,0.381637749,,,67,13,20,98
22539_med_nz_,Hawke's Bay Today,Null,4/6/17 9:02:08 AM,,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11832909,0,15,0,0.792234261,0.465116279,,0.220883033,0.816466161,0,1,27,18
22540_med_nz_,Hawke's Bay Today,Null,4/6/17 8:59:05 AM,lDisCom_hSubAgree,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11833375,54,28,0,0.890391009,0.443478261,0.250999075,0.288308309,0.811087108,1,33,27,92
22544_med_nz_,Hawke's Bay Today,Null,4/4/17 10:38:24 PM,,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11831478,0,79,1,0.798074615,0.259842520,,0.350237260,0.495631361,0,9,49,83
22551_med_nz_,Hawke's Bay Today,Null,4/2/17 4:44:02 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11830331,0,322,3,0.818653776,0.301298701,,0.101685876,,0,16,52,344
22557_med_nz_,Hawke's Bay Today,Null,3/31/17 3:23:31 AM,,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11828583,4,40,0,0.779189518,0.438095238,,0.186585409,0.759988773,0,14,41,65
22561_med_nz_,Hawke's Bay Today,Null,3/30/17 3:28:25 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11827776,26,32,1,0.879260911,0.304761905,0.377961910,,,3,14,34,76
22570_med_nz_,Hawke's Bay Today,Null,3/26/17 8:54:49 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11825885,0,24,2,0.725197538,0.561643836,0.327377203,,,39,4,8,67
22573_med_nz_,Hawke's Bay Today,Null,3/25/17 2:00:59 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11825469,0,22,0,0.793090851,0.479166667,0.217578115,,,60,7,9,89
22583_med_nz_,Hawke's Bay Today,Null,3/20/17 8:50:12 PM,hDisCom_hSubAgree,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11821859,21,8,0,0.971873312,0.362068966,0.526180595,0.471151425,0.571280205,9,30,22,38
22586_med_nz_,Hawke's Bay Today,non-pol,3/19/17 8:26:48 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11821406,0,36,0,0.683394582,0.2875,,0.265799012,,1,20,38,47
22589_med_nz_,Hawke's Bay Today,Null,3/17/17 9:27:22 AM,hDisCom_hSubAgree,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11820431,19,86,2,0.827109864,0.372222222,0.287397230,0.228619087,0.573596684,13,40,46,140
22591_med_nz_,Hawke's Bay Today,Null,3/17/17 12:13:09 AM,,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11819636,3,132,0,0.704332877,0.341346154,,0.224468905,0.639547350,8,16,66,150
22596_med_nz_,Hawke's Bay Today,Null,3/13/17 12:52:34 AM,lDisCom_hSubAgree,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11817273,132,73,1,0.865981217,0.332361516,0.149404372,0.061544476,0.706119892,69,59,81,279
22598_med_nz_,Hawke's Bay Today,Null,3/12/17 2:59:15 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11816855,17,12,0,0.979386657,0.488888889,0.397224422,,,2,22,8,37
22604_med_nz_,Hawke's Bay Today,Null,3/9/17 10:17:42 PM,lDisCom_hSubAgree,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11815734,32,89,3,0.987771274,0.281767956,0.258445090,0.159916167,0.670154879,17,29,48,142
22606_med_nz_,Hawke's Bay Today,Null,3/8/17 11:43:07 PM,hDisCom_hSubAgree,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11814989,19,33,0,0.983196403,0.344444444,0.352235033,0.389678371,0.715143095,3,33,20,72
22613_med_nz_,Hawke's Bay Today,Null,3/5/17 2:13:36 AM,lDisCom_hSubAgree,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11812297,4,24,0,0.913823544,0.4,0.156753320,,0.533785860,14,20,18,58
22615_med_nz_,Hawke's Bay Today,Null,3/3/17 4:50:33 AM,,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11811551,8,11,0,0.658513566,0.369565217,,0.229198392,0.570070870,0,26,27,19
22617_med_nz_,Hawke's Bay Today,Null,3/2/17 4:00:00 PM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11810912,0,98,54,0.858564397,0.295238095,0.193480475,,,54,14,8,206
22618_med_nz_,Hawke's Bay Today,Null,3/2/17 6:30:00 AM,,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11809716,1,26,0,0.984410255,0.648648649,,0.319960488,0.509600092,0,7,13,28
22625_med_nz_,Hawke's Bay Today,Null,2/28/17 10:04:51 PM,,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11809200,1,49,1,0.744262820,0.379746835,,0.242779772,0.562391952,0,7,27,58
22632_med_nz_,Hawke's Bay Today,Null,2/24/17 9:50:35 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11806928,1,119,0,0.865073831,0.516129032,0.157966686,,,9,20,19,139
22637_med_nz_,Hawke's Bay Today,Null,2/22/17 10:04:56 AM,,hDisCom_lSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11804769,4,13,0,0.908292992,0.421052632,,0.456044597,0.346901453,13,7,22,36
22638_med_nz_,Hawke's Bay Today,Null,2/21/17 10:10:15 PM,hDisCom_hSubAgree,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11804710,21,57,1,0.789560681,0.28,0.309536712,0.176956086,0.658199222,19,18,56,101
22641_med_nz_,Hawke's Bay Today,Null,2/20/17 8:57:42 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11804241,10,29,0,0.842280018,0.338461538,0.182775580,,,9,24,17,49
22647_med_nz_,Hawke's Bay Today,Null,2/16/17 3:13:57 AM,,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11802003,0,41,0,0.860836686,0.296296296,,0.044006032,0.512158223,13,30,47,63
22649_med_nz_,Hawke's Bay Today,Null,2/14/17 10:11:36 PM,,lDisCom_lSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11800643,5,19,0,0.601411104,0.510204082,,0.212039070,0.168385521,2,2,16,33
22650_med_nz_,Hawke's Bay Today,Null,2/14/17 10:09:24 PM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11800537,2,134,0,0.928123036,0.287709497,,0.245395343,,2,118,218,161
22651_med_nz_,Hawke's Bay Today,Null,2/14/17 8:00:34 PM,,,,0,15,5,0.616934750,0.461538462,,0.357925351,,0,0,25,20
22653_med_nz_,Hawke's Bay Today,Null,2/14/17 3:32:14 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11800563,17,13,1,0.680127111,0.506329114,0.441051086,0.221991481,,6,11,41,44
22657_med_nz_,Hawke's Bay Today,Null,2/13/17 1:21:26 AM,lDisCom_lSubAgree,hDisCom_lSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11799780,0,165,2,0.860430483,0.322660099,0.224341661,0.303949867,0.424832497,86,363,72,342
22658_med_nz_,Hawke's Bay Today,Null,2/13/17 12:00:49 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11799712,0,151,1,0.894265722,0.303178484,0.084449927,0.156185432,,93,260,81,338
22662_med_nz_,Hawke's Bay Today,non-pol,2/10/17 9:12:01 PM,lDisCom_hSubAgree,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11798513,47,34,0,0.927926685,0.482758621,0.032452381,0.187565763,0.662654422,3,46,22,100
22663_med_nz_,Hawke's Bay Today,Null,2/10/17 10:12:56 AM,lDisCom_hSubAgree,hDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11798476,41,52,0,0.948962098,0.417085427,0.200197647,0.383720426,0.842702007,51,78,52,157
22671_med_nz_,Hawke's Bay Today,Null,2/7/17 8:29:31 AM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11796241,3,36,3,0.994560583,0.374269006,0.122180233,,,111,17,21,153
22672_med_nz_,Hawke's Bay Today,Null,2/6/17 10:13:39 PM,,,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11795968,10,27,2,0.916123397,0.316939891,0.254883053,0.421310585,,92,26,42,149
22673_med_nz_,Hawke's Bay Today,Null,2/6/17 9:52:56 PM,lDisCom_hSubAgree,lDisCom_hSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11795592,28,24,0,0.929753725,0.479452055,0.170657783,0.219167134,0.714757436,9,4,15,61
22683_med_nz_,Hawke's Bay Today,Null,2/1/17 8:29:29 PM,lDisCom_lSubAgree,lDisCom_lSubAgree,http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11792544,21,32,0,0.839963437,0.544117647,0.170645440,0.203280693,0.394299221,0,13,19,57
